分類1,分類2,品目,単位量,単位,年,単位量あたりの販売価格（円）,1単位あたりの販売価格（円/kg、本、球、鉢、枚）
果実,果実,いよかん,10,kg,2010,967,96.7
果実,果実,いよかん,10,kg,2011,2101,210.1
果実,果実,いよかん,10,kg,2012,1908,190.8
果実,果実,いよかん,10,kg,2013,1872,187.2
果実,果実,いよかん,10,kg,2014,1634,163.4
果実,果実,いよかん,10,kg,2015,1908,190.8
果実,果実,いよかん,10,kg,2016,2239,223.9
果実,果実,いよかん,10,kg,2017,2118,211.8
果実,果実,いよかん,10,kg,2018,2340,234
果実,果実,いよかん,10,kg,2019,2130,213
果実,果物類,いよかん,10,kg,2020,2096,209.6
果実,果物類,いよかん,10,kg,2021,2148,214.8
果実,果実,日本なし(二十世紀),10,kg,1985,2031,203.1
果実,果実,日本なし(二十世紀),10,kg,1986,1664,166.4
果実,果実,日本なし(二十世紀),10,kg,1987,1658,165.8
果実,果実,日本なし(二十世紀),10,kg,1988,1609,160.9
果実,果実,日本なし(二十世紀),10,kg,1989,1935,193.5
果実,果実,日本なし(二十世紀),10,kg,1990,2529,252.9
果実,果実,日本なし(二十世紀),10,kg,1991,2456,245.6
果実,果実,日本なし(二十世紀),10,kg,1992,2769,276.9
果実,果実,日本なし(二十世紀),10,kg,1993,2185,218.5
果実,果実,日本なし(二十世紀),10,kg,1994,2984,298.4
果実,果実,日本なし(二十世紀),10,kg,1995,3135,313.5
果実,果実,日本なし(二十世紀),10,kg,1996,2647,264.7
果実,果実,日本なし(二十世紀),10,kg,1997,2746,274.6
果実,果実,日本なし(二十世紀),10,kg,1998,2868,286.8
果実,果実,日本なし(二十世紀),10,kg,1999,2836,283.6
果実,果実,日本なし(二十世紀),10,kg,2000,3148,314.8
果実,果実,日本なし(二十世紀),10,kg,2001,2347,234.7
果実,果実,日本なし(二十世紀),10,kg,2002,2621,262.1
果実,果実,日本なし(二十世紀),10,kg,2003,2631,263.1
果実,果実,日本なし(二十世紀),10,kg,2004,2863,286.3
果実,果実,日本なし(二十世紀),10,kg,2005,2654,265.4
果実,果実,日本なし(二十世紀),10,kg,2006,3483,348.3
果実,果実,日本なし(二十世紀),10,kg,2007,3293,329.3
果実,果実,日本なし(二十世紀),10,kg,2008,2656,265.6
果実,果実,日本なし(二十世紀),10,kg,2009,2310,231
果実,果実,日本なし(二十世紀),10,kg,2010,3876,387.6
果実,果実,日本なし(二十世紀),10,kg,2011,2529,252.9
果実,果実,日本なし(二十世紀),10,kg,2012,3023,302.3
果実,果実,日本なし(二十世紀),10,kg,2013,2771,277.1
果実,果実,日本なし(二十世紀),10,kg,2014,2916,291.6
果実,果実,日本なし(二十世紀),10,kg,2015,3471,347.1
果実,果実,日本なし(二十世紀),10,kg,2016,3241,324.1
果実,果実,日本なし(二十世紀),10,kg,2017,3371,337.1
果実,果実,日本なし(二十世紀),10,kg,2018,3536,353.6
果実,果実,日本なし(二十世紀),10,kg,2019,3766,376.6
果実,果物類,日本なし(二十世紀),10,kg,2020,5150,515
果実,果物類,日本なし(二十世紀),10,kg,2021,4402,440.2
果実,果実,日本なし(長十郎),10,kg,1985,1060,106
果実,果実,日本なし(長十郎),10,kg,1986,947,94.7
果実,果実,日本なし(長十郎),10,kg,1987,1098,109.8
果実,果実,日本なし(長十郎),10,kg,1988,1010,101
果実,果実,日本なし(長十郎),10,kg,1989,1416,141.6
果実,果実,日本なし(長十郎),10,kg,1990,1674,167.4
果実,果実,日本なし(幸水),10,kg,1985,2872,287.2
果実,果実,日本なし(幸水),10,kg,1986,2705,270.5
果実,果実,日本なし(幸水),10,kg,1987,2507,250.7
果実,果実,日本なし(幸水),10,kg,1988,2520,252
果実,果実,日本なし(幸水),10,kg,1989,3078,307.8
果実,果実,日本なし(幸水),10,kg,1990,3660,366
果実,果実,日本なし(幸水),10,kg,1991,3581,358.1
果実,果実,日本なし(幸水),10,kg,1992,3771,377.1
果実,果実,日本なし(幸水),10,kg,1993,3494,349.4
果実,果実,日本なし(幸水),10,kg,1994,3505,350.5
果実,果実,日本なし(幸水),10,kg,1995,3866,386.6
果実,果実,日本なし(幸水),10,kg,1996,3770,377
果実,果実,日本なし(幸水),10,kg,1997,3217,321.7
果実,果実,日本なし(幸水),10,kg,1998,3052,305.2
果実,果実,日本なし(幸水),10,kg,1999,3249,324.9
果実,果実,日本なし(幸水),10,kg,2000,3511,351.1
果実,果実,日本なし(幸水),10,kg,2001,3127,312.7
果実,果実,日本なし(幸水),10,kg,2002,2757,275.7
果実,果実,日本なし(幸水),10,kg,2003,2973,297.3
果実,果実,日本なし(幸水),10,kg,2004,3015,301.5
果実,果実,日本なし(幸水),10,kg,2005,2888,288.8
果実,果実,日本なし(幸水),10,kg,2006,3538,353.8
果実,果実,日本なし(幸水),10,kg,2007,3344,334.4
果実,果実,日本なし(幸水),10,kg,2008,3119,311.9
果実,果実,日本なし(幸水),10,kg,2009,2530,253
果実,果実,日本なし(幸水),10,kg,2010,3640,364
果実,果実,日本なし(幸水),10,kg,2011,3188,318.8
果実,果実,日本なし(幸水),10,kg,2012,3102,310.2
果実,果実,日本なし(幸水),10,kg,2013,2538,253.8
果実,果実,日本なし(幸水),10,kg,2014,3014,301.4
果実,果実,日本なし(幸水),10,kg,2015,3243,324.3
果実,果実,日本なし(幸水),10,kg,2016,2927,292.7
果実,果実,日本なし(幸水),10,kg,2017,3351,335.1
果実,果実,日本なし(幸水),10,kg,2018,3067,306.7
果実,果実,日本なし(幸水),10,kg,2019,3345,334.5
果実,果物類,日本なし(幸水),10,kg,2020,4379,437.9
果実,果物類,日本なし(幸水),10,kg,2021,4775,477.5
果実,果実,かき,10,kg,1985,1941,194.1
果実,果実,かき,10,kg,1986,1777,177.7
果実,果実,かき,10,kg,1987,1951,195.1
果実,果実,かき,10,kg,1988,2055,205.5
果実,果実,かき,10,kg,1989,2453,245.3
果実,果実,かき,10,kg,1990,2231,223.1
果実,果実,かき,10,kg,1991,2755,275.5
果実,果実,かき,10,kg,1992,2111,211.1
果実,果実,かき,10,kg,1993,2530,253
果実,果実,かき,10,kg,1994,2487,248.7
果実,果実,かき,10,kg,1995,2743,274.3
果実,果実,かき,10,kg,1996,2914,291.4
果実,果実,かき,10,kg,1997,1759,175.9
果実,果実,かき,10,kg,1998,2314,231.4
果実,果実,かき,10,kg,1999,1680,168
果実,果実,かき,10,kg,2000,1585,158.5
果実,果実,かき,10,kg,2001,1861,186.1
果実,果実,かき,10,kg,2002,1562,156.2
果実,果実,かき,10,kg,2003,1892,189.2
果実,果実,かき,10,kg,2004,2396,239.6
果実,果実,かき,10,kg,2005,1682,168.2
果実,果実,かき,10,kg,2006,2176,217.6
果実,果実,かき,10,kg,2007,1802,180.2
果実,果実,かき,10,kg,2008,1441,144.1
果実,果実,かき,10,kg,2009,1279,127.9
果実,果実,かき,10,kg,2010,2481,248.1
果実,果実,かき,10,kg,2011,1971,197.1
果実,果実,かき,10,kg,2012,1703,170.3
果実,果実,かき,10,kg,2013,1847,184.7
果実,果実,かき,10,kg,2014,1629,162.9
果実,果実,かき,10,kg,2015,2043,204.3
果実,果実,かき,10,kg,2016,2609,260.9
果実,果実,かき,10,kg,2017,2271,227.1
果実,果実,かき,10,kg,2018,2311,231.1
果実,果実,かき,10,kg,2019,2226,222.6
果実,果物類,かき,10,kg,2020,2710,271
果実,果物類,かき,10,kg,2021,2657,265.7
果実,果実,ぶどう(デラウェア),4,kg,1985,1720,430
果実,果実,ぶどう(デラウェア),4,kg,1986,1779,444.75
果実,果実,ぶどう(デラウェア),4,kg,1987,1746,436.5
果実,果実,ぶどう(デラウェア),4,kg,1988,1929,482.25
果実,果実,ぶどう(デラウェア),4,kg,1989,2030,507.5
果実,果実,ぶどう(デラウェア),4,kg,1990,2307,576.75
果実,果実,ぶどう(デラウェア),4,kg,1991,2839,709.75
果実,果実,ぶどう(デラウェア),4,kg,1992,2638,659.5
果実,果実,ぶどう(デラウェア),4,kg,1993,2498,624.5
果実,果実,ぶどう(デラウェア),4,kg,1994,3045,761.25
果実,果実,ぶどう(デラウェア),4,kg,1995,3071,767.75
果実,果実,ぶどう(デラウェア),4,kg,1996,3065,766.25
果実,果実,ぶどう(デラウェア),4,kg,1997,2786,696.5
果実,果実,ぶどう(デラウェア),4,kg,1998,2466,616.5
果実,果実,ぶどう(デラウェア),4,kg,1999,2641,660.25
果実,果実,ぶどう(デラウェア),4,kg,2000,2530,632.5
果実,果実,ぶどう(デラウェア),4,kg,2001,2505,626.25
果実,果実,ぶどう(デラウェア),4,kg,2002,2077,519.25
果実,果実,ぶどう(デラウェア),4,kg,2003,1894,473.5
果実,果実,ぶどう(デラウェア),4,kg,2004,2136,534
果実,果実,ぶどう(デラウェア),4,kg,2005,2149,537.25
果実,果実,ぶどう(デラウェア),4,kg,2006,2239,559.75
果実,果実,ぶどう(デラウェア),4,kg,2007,2195,548.75
果実,果実,ぶどう(デラウェア),4,kg,2008,2239,559.75
果実,果実,ぶどう(デラウェア),4,kg,2009,2127,531.75
果実,果実,ぶどう(デラウェア),4,kg,2010,2596,649
果実,果実,ぶどう(デラウェア),4,kg,2011,2393,598.25
果実,果実,ぶどう(デラウェア),4,kg,2012,2344,586
果実,果実,ぶどう(デラウェア),4,kg,2013,2407,601.75
果実,果実,ぶどう(デラウェア),4,kg,2014,2245,561.25
果実,果実,ぶどう(デラウェア),4,kg,2015,2515,628.75
果実,果実,ぶどう(デラウェア),4,kg,2016,2608,652
果実,果実,ぶどう(デラウェア),4,kg,2017,2945,736.25
果実,果実,ぶどう(デラウェア),4,kg,2018,2940,735
果実,果実,ぶどう(デラウェア),4,kg,2019,3201,800.25
果実,果物類,ぶどう(デラウェア),4,kg,2020,3458,864.5
果実,果物類,ぶどう(デラウェア),4,kg,2021,3292,823
果実,果実,ぶどう(キャンベルアーリー),4,kg,1985,858,214.5
果実,果実,ぶどう(キャンベルアーリー),4,kg,1986,910,227.5
果実,果実,ぶどう(キャンベルアーリー),4,kg,1987,896,224
果実,果実,ぶどう(キャンベルアーリー),4,kg,1988,909,227.25
果実,果実,ぶどう(キャンベルアーリー),4,kg,1989,958,239.5
果実,果実,ぶどう(キャンベルアーリー),4,kg,1990,1001,250.25
果実,果実,ぶどう(ネオマスカット),4,kg,1985,1606,401.5
果実,果実,ぶどう(ネオマスカット),4,kg,1986,1666,416.5
果実,果実,ぶどう(ネオマスカット),4,kg,1987,1636,409
果実,果実,ぶどう(ネオマスカット),4,kg,1988,1667,416.75
果実,果実,ぶどう(ネオマスカット),4,kg,1989,1995,498.75
果実,果実,ぶどう(ネオマスカット),4,kg,1990,2125,531.25
果実,果実,ぶどう(ネオマスカット),4,kg,1991,2242,560.5
果実,果実,ぶどう(ネオマスカット),4,kg,1992,2403,600.75
果実,果実,ぶどう(ネオマスカット),4,kg,1993,2013,503.25
果実,果実,ぶどう(巨峰),4,kg,1985,2824,706
果実,果実,ぶどう(巨峰),4,kg,1986,2719,679.75
果実,果実,ぶどう(巨峰),4,kg,1987,2744,686
果実,果実,ぶどう(巨峰),4,kg,1988,2692,673
果実,果実,ぶどう(巨峰),4,kg,1989,2913,728.25
果実,果実,ぶどう(巨峰),4,kg,1990,2964,741
果実,果実,ぶどう(巨峰),4,kg,1991,2929,732.25
果実,果実,ぶどう(巨峰),4,kg,1992,3095,773.75
果実,果実,ぶどう(巨峰),4,kg,1993,2690,672.5
果実,果実,ぶどう(巨峰),4,kg,1994,3465,866.25
果実,果実,ぶどう(巨峰),4,kg,1995,3142,785.5
果実,果実,ぶどう(巨峰),4,kg,1996,2848,712
果実,果実,ぶどう(巨峰),4,kg,1997,2723,680.75
果実,果実,ぶどう(巨峰),4,kg,1998,2623,655.75
果実,果実,ぶどう(巨峰),4,kg,1999,2737,684.25
果実,果実,ぶどう(巨峰),4,kg,2000,2479,619.75
果実,果実,ぶどう(巨峰),4,kg,2001,2274,568.5
果実,果実,ぶどう(巨峰),4,kg,2002,2240,560
果実,果実,ぶどう(巨峰),4,kg,2003,2217,554.25
果実,果実,ぶどう(巨峰),4,kg,2004,2304,576
果実,果実,ぶどう(巨峰),4,kg,2005,2163,540.75
果実,果実,ぶどう(巨峰),4,kg,2006,2404,601
果実,果実,ぶどう(巨峰),4,kg,2007,2451,612.75
果実,果実,ぶどう(巨峰),4,kg,2008,2338,584.5
果実,果実,ぶどう(巨峰),4,kg,2009,2120,530
果実,果実,ぶどう(巨峰),4,kg,2010,2497,624.25
果実,果実,ぶどう(巨峰),4,kg,2011,2425,606.25
果実,果実,ぶどう(巨峰),4,kg,2012,2449,612.25
果実,果実,ぶどう(巨峰),4,kg,2013,2501,625.25
果実,果実,ぶどう(巨峰),4,kg,2014,2679,669.75
果実,果実,ぶどう(巨峰),4,kg,2015,2877,719.25
果実,果実,ぶどう(巨峰),4,kg,2016,2809,702.25
果実,果実,ぶどう(巨峰),4,kg,2017,3004,751
果実,果実,ぶどう(巨峰),4,kg,2018,3288,822
果実,果実,ぶどう(巨峰),4,kg,2019,3538,884.5
果実,果物類,ぶどう(巨峰),4,kg,2020,3910,977.5
果実,果物類,ぶどう(巨峰),4,kg,2021,4045,1011.25
果実,果実,もも,10,kg,1985,2628,262.8
果実,果実,もも,10,kg,1986,2191,219.1
果実,果実,もも,10,kg,1987,2629,262.9
果実,果実,もも,10,kg,1988,2352,235.2
果実,果実,もも,10,kg,1989,2847,284.7
果実,果実,もも,10,kg,1990,3077,307.7
果実,果実,もも,10,kg,1991,3493,349.3
果実,果実,もも,10,kg,1992,3533,353.3
果実,果実,もも,10,kg,1993,3132,313.2
果実,果実,もも,10,kg,1994,3995,399.5
果実,果実,もも,10,kg,1995,4518,451.8
果実,果実,もも,10,kg,1996,4507,450.7
果実,果実,もも,10,kg,1997,4191,419.1
果実,果実,もも,10,kg,1998,4143,414.3
果実,果実,もも,10,kg,1999,4226,422.6
果実,果実,もも,5,kg,2000,1653,330.6
果実,果実,もも,5,kg,2001,1645,329
果実,果実,もも,5,kg,2002,1789,357.8
果実,果実,もも,5,kg,2003,1585,317
果実,果実,もも,5,kg,2004,2004,400.8
果実,果実,もも,5,kg,2005,1645,329
果実,果実,もも,5,kg,2006,1965,393
果実,果実,もも,5,kg,2007,1993,398.6
果実,果実,もも,5,kg,2008,1710,342
果実,果実,もも,5,kg,2009,1536,307.2
果実,果実,もも,5,kg,2010,1839,367.8
果実,果実,もも,5,kg,2011,1697,339.4
果実,果実,もも,5,kg,2012,1663,332.6
果実,果実,もも,5,kg,2013,1934,386.8
果実,果実,もも,5,kg,2014,1796,359.2
果実,果実,もも,5,kg,2015,2138,427.6
果実,果実,もも,5,kg,2016,2140,428
果実,果実,もも,5,kg,2017,2232,446.4
果実,果実,もも,5,kg,2018,2520,504
果実,果実,もも,5,kg,2019,2753,550.6
果実,果物類,もも,5,kg,2020,3366,673.2
果実,果物類,もも,5,kg,2021,3207,641.4
果実,果実,くり,10,kg,1985,3598,359.8
果実,果実,くり,10,kg,1986,2977,297.7
果実,果実,くり,10,kg,1987,3119,311.9
果実,果実,くり,10,kg,1988,3341,334.1
果実,果実,くり,10,kg,1989,3693,369.3
果実,果実,くり,10,kg,1990,3888,388.8
果実,果実,くり,10,kg,1991,4394,439.4
果実,果実,くり,10,kg,1992,5307,530.7
果実,果実,くり,10,kg,1993,5269,526.9
果実,果実,くり,10,kg,1994,4338,433.8
果実,果実,くり,10,kg,1995,4067,406.7
果実,果実,くり,10,kg,1996,4155,415.5
果実,果実,くり,10,kg,1997,2856,285.6
果実,果実,くり,10,kg,1998,3371,337.1
果実,果実,くり,10,kg,1999,2793,279.3
果実,果実,くり,10,kg,2000,4023,402.3
果実,果実,くり,10,kg,2001,2858,285.8
果実,果実,くり,10,kg,2002,3253,325.3
果実,果実,くり,10,kg,2003,3756,375.6
果実,果実,くり,10,kg,2004,3895,389.5
果実,果実,くり,10,kg,2005,4390,439
果実,果実,くり,10,kg,2006,4781,478.1
果実,果実,くり,10,kg,2007,3377,337.7
果実,果実,くり,10,kg,2008,2496,249.6
果実,果実,くり,10,kg,2009,3397,339.7
果実,果実,くり,10,kg,2010,3111,311.1
果実,果実,くり,10,kg,2011,3896,389.6
果実,果実,くり,10,kg,2012,4048,404.8
果実,果実,くり,10,kg,2013,3745,374.5
果実,果実,くり,10,kg,2014,3721,372.1
果実,果実,くり,10,kg,2015,4914,491.4
果実,果実,くり,10,kg,2016,5990,599
果実,果実,くり,10,kg,2017,6276,627.6
果実,果実,くり,10,kg,2018,4999,499.9
果実,果実,くり,10,kg,2019,4960,496
果実,果物類,くり,10,kg,2020,4192,419.2
果実,果物類,くり,10,kg,2021,4244,424.4
果実,果実,うめ,10,kg,1985,3157,315.7
果実,果実,うめ,10,kg,1986,2471,247.1
果実,果実,うめ,10,kg,1987,3886,388.6
果実,果実,うめ,10,kg,1988,6012,601.2
果実,果実,うめ,10,kg,1989,6156,615.6
果実,果実,うめ,10,kg,1990,4035,403.5
果実,果実,うめ,10,kg,1991,3056,305.6
果実,果実,うめ,10,kg,1992,5209,520.9
果実,果実,うめ,10,kg,1993,5162,516.2
果実,果実,うめ,10,kg,1994,3759,375.9
果実,果実,うめ,10,kg,1995,3640,364
果実,果実,うめ,10,kg,1996,4787,478.7
果実,果実,うめ,10,kg,1997,4087,408.7
果実,果実,うめ,10,kg,1998,5971,597.1
果実,果実,うめ,10,kg,1999,5074,507.4
果実,果実,うめ,10,kg,2000,4801,480.1
果実,果実,うめ,10,kg,2001,3013,301.3
果実,果実,うめ,10,kg,2002,2655,265.5
果実,果実,うめ,10,kg,2003,4543,454.3
果実,果実,うめ,10,kg,2004,3803,380.3
果実,果実,うめ,10,kg,2005,3147,314.7
果実,果実,うめ,10,kg,2006,2343,234.3
果実,果実,うめ,10,kg,2007,1699,169.9
果実,果実,うめ,10,kg,2008,2464,246.4
果実,果実,うめ,10,kg,2009,2504,250.4
果実,果実,うめ,10,kg,2010,3020,302
果実,果実,うめ,10,kg,2011,2969,296.9
果実,果実,うめ,10,kg,2012,3599,359.9
果実,果実,うめ,10,kg,2013,1837,183.7
果実,果実,うめ,10,kg,2014,1923,192.3
果実,果実,うめ,10,kg,2015,2033,203.3
果実,果実,うめ,10,kg,2016,2877,287.7
果実,果実,うめ,10,kg,2017,3917,391.7
果実,果実,うめ,10,kg,2018,2932,293.2
果実,果実,うめ,10,kg,2019,4110,411
果実,果物類,うめ,10,kg,2020,5659,565.9
果実,果物類,うめ,10,kg,2021,4518,451.8
果実,果実,キウイフルーツ,10,kg,1985,5086,508.6
果実,果実,キウイフルーツ,10,kg,1986,3179,317.9
果実,果実,キウイフルーツ,10,kg,1987,2840,284
果実,果実,キウイフルーツ,10,kg,1988,2616,261.6
果実,果実,キウイフルーツ,10,kg,1989,2875,287.5
果実,果実,キウイフルーツ,10,kg,1990,1897,189.7
果実,果実,キウイフルーツ,10,kg,1991,2736,273.6
果実,果実,キウイフルーツ,10,kg,1992,3520,352
果実,果実,キウイフルーツ,10,kg,1993,2050,205
果実,果実,キウイフルーツ,10,kg,1994,2071,207.1
果実,果実,キウイフルーツ,10,kg,1995,1806,180.6
果実,果実,キウイフルーツ,10,kg,1996,1769,176.9
果実,果実,キウイフルーツ,10,kg,1997,2114,211.4
果実,果実,キウイフルーツ,10,kg,1998,2545,254.5
果実,果実,キウイフルーツ,10,kg,1999,2822,282.2
果実,果実,キウイフルーツ,3.6,kg,2000,810,225
果実,果実,キウイフルーツ,3.6,kg,2001,699,194.1666667
果実,果実,キウイフルーツ,3.6,kg,2002,795,220.8333333
果実,果実,キウイフルーツ,3.6,kg,2003,884,245.5555556
果実,果実,キウイフルーツ,3.6,kg,2004,952,264.4444444
果実,果実,キウイフルーツ,3.6,kg,2005,1193,331.3888889
果実,果実,キウイフルーツ,3.6,kg,2006,840,233.3333333
果実,果実,キウイフルーツ,3.6,kg,2007,998,277.2222222
果実,果実,キウイフルーツ,3.6,kg,2008,996,276.6666667
果実,果実,キウイフルーツ,3.6,kg,2009,860,238.8888889
果実,果実,キウイフルーツ,3.6,kg,2010,930,258.3333333
果実,果実,キウイフルーツ,3.6,kg,2011,1227,340.8333333
果実,果実,キウイフルーツ,3.6,kg,2012,1275,354.1666667
果実,果実,キウイフルーツ,3.6,kg,2013,1126,312.7777778
果実,果実,キウイフルーツ,3.6,kg,2014,1232,342.2222222
果実,果実,キウイフルーツ,3.6,kg,2015,1351,375.2777778
果実,果実,キウイフルーツ,3.6,kg,2016,1689,469.1666667
果実,果実,キウイフルーツ,3.6,kg,2017,1664,462.2222222
果実,果実,キウイフルーツ,3.6,kg,2018,1516,421.1111111
果実,果実,キウイフルーツ,3.6,kg,2019,1629,452.5
果実,果物類,キウイフルーツ,3.6,kg,2020,1672,464.4444444
果実,果物類,キウイフルーツ,3.6,kg,2021,1725,479.1666667
穀物他,工芸農作物,葉たばこ,1,kg,1985,2069,2069
穀物他,工芸農作物,葉たばこ,1,kg,1986,2076,2076
穀物他,工芸農作物,葉たばこ,1,kg,1987,1963,1963
穀物他,工芸農作物,葉たばこ,1,kg,1988,1902,1902
穀物他,工芸農作物,葉たばこ,1,kg,1989,1903,1903
穀物他,工芸農作物,葉たばこ,1,kg,1990,1892,1892
穀物他,工芸農作物,葉たばこ,1,kg,1991,1900,1900
穀物他,工芸農作物,葉たばこ,1,kg,1992,1915,1915
穀物他,工芸農作物,葉たばこ,1,kg,1993,1897,1897
穀物他,工芸農作物,葉たばこ,1,kg,1994,1897,1897
穀物他,工芸農作物,葉たばこ,1,kg,1995,1914,1914
穀物他,工芸農作物,葉たばこ,1,kg,1996,1914,1914
穀物他,工芸農作物,葉たばこ,1,kg,1997,1913,1913
穀物他,工芸農作物,葉たばこ,1,kg,1998,1913,1913
穀物他,工芸農作物,葉たばこ,1,kg,1999,1931,1931
穀類他,工芸農作物,葉たばこ,1,kg,2000,1884,1884
穀類他,工芸農作物,葉たばこ,1,kg,2001,1879,1879
穀類他,工芸農作物,葉たばこ,1,kg,2002,1868,1868
穀類他,工芸農作物,葉たばこ,1,kg,2003,1816,1816
穀類他,工芸農作物,葉たばこ,1,kg,2004,1829,1829
穀類他,工芸農作物,葉たばこ,1,kg,2005,1926,1926
穀類他,工芸農作物,葉たばこ,1,kg,2006,1934,1934
穀類他,工芸農作物,葉たばこ,1,kg,2007,1934,1934
穀類他,工芸農作物,葉たばこ,1,kg,2008,1934,1934
穀類他,工芸農作物,葉たばこ,1,kg,2009,1961,1961
穀類他,工芸農作物,葉たばこ,1,kg,2010,1929,1929
穀類他,工芸農作物,葉たばこ,1,kg,2011,2100,2100
穀類他,工芸農作物,葉たばこ,1,kg,2012,2147,2147
穀類他,工芸農作物,葉たばこ,1,kg,2013,2164,2164
穀類他,工芸農作物,葉たばこ,1,kg,2014,2220,2220
穀類他,工芸農作物,葉たばこ,1,kg,2015,2235,2235
穀類他,工芸農作物,葉たばこ,1,kg,2016,2194,2194
穀類他,工芸農作物,葉たばこ,1,kg,2017,2188,2188
穀類他,工芸農作物,葉たばこ,1,kg,2018,2246,2246
穀類他,工芸農作物,葉たばこ,1,kg,2019,2293,2293
穀類他,工芸農作物,葉たばこ,1,kg,2020,2313,2313
穀類他,工芸農作物,葉たばこ,1,kg,2021,2325,2325
穀物他,工芸農作物,てんさい,1000,kg,1985,20830,20.83
穀物他,工芸農作物,てんさい,1000,kg,1986,20650,20.65
穀物他,工芸農作物,てんさい,1000,kg,1987,19380,19.38
穀物他,工芸農作物,てんさい,1000,kg,1988,19010,19.01
穀物他,工芸農作物,てんさい,1000,kg,1989,18680,18.68
穀物他,工芸農作物,てんさい,1000,kg,1990,17380,17.38
穀物他,工芸農作物,てんさい,1000,kg,1991,18470,18.47
穀物他,工芸農作物,てんさい,1000,kg,1992,18520,18.52
穀物他,工芸農作物,てんさい,1000,kg,1993,18990,18.99
穀物他,工芸農作物,てんさい,1000,kg,1994,16110,16.11
穀物他,工芸農作物,てんさい,1000,kg,1995,18080,18.08
穀物他,工芸農作物,てんさい,1000,kg,1996,18400,18.4
穀物他,工芸農作物,てんさい,1000,kg,1997,18350,18.35
穀物他,工芸農作物,てんさい,1000,kg,1998,17130,17.13
穀物他,工芸農作物,てんさい,1000,kg,1999,16960,16.96
穀類他,工芸農作物,てんさい,1000,kg,2000,15830,15.83
穀類他,工芸農作物,てんさい,1000,kg,2001,18060,18.06
穀類他,工芸農作物,てんさい,1000,kg,2002,18180,18.18
穀類他,工芸農作物,てんさい,1000,kg,2003,18540,18.54
穀類他,工芸農作物,てんさい,1000,kg,2004,17070,17.07
穀類他,工芸農作物,てんさい,1000,kg,2005,16380,16.38
穀類他,工芸農作物,てんさい,1000,kg,2006,16110,16.11
穀類他,工芸農作物,てんさい,1000,kg,2007,11110,11.11
穀類他,工芸農作物,てんさい,1000,kg,2008,10740,10.74
穀類他,工芸農作物,てんさい,1000,kg,2009,12890,12.89
穀類他,工芸農作物,てんさい,1000,kg,2010,11310,11.31
穀類他,工芸農作物,てんさい,1000,kg,2011,11610,11.61
穀類他,工芸農作物,てんさい,1000,kg,2012,11190,11.19
穀類他,工芸農作物,てんさい,1000,kg,2013,10890,10.89
穀類他,工芸農作物,てんさい,1000,kg,2014,11380,11.38
穀類他,工芸農作物,てんさい,1000,kg,2015,11360,11.36
穀類他,工芸農作物,てんさい,1000,kg,2016,11410,11.41
穀類他,工芸農作物,てんさい,1000,kg,2017,11580,11.58
穀類他,工芸農作物,てんさい,1000,kg,2018,11010,11.01
穀類他,工芸農作物,てんさい,1000,kg,2019,10750,10.75
穀類他,工芸農作物,てんさい,1000,kg,2020,10580,10.58
穀類他,工芸農作物,てんさい,1000,kg,2021,11300,11.3
穀物他,工芸農作物,さとうきび,1000,kg,1985,21470,21.47
穀物他,工芸農作物,さとうきび,1000,kg,1986,21470,21.47
穀物他,工芸農作物,さとうきび,1000,kg,1987,21110,21.11
穀物他,工芸農作物,さとうきび,1000,kg,1988,20640,20.64
穀物他,工芸農作物,さとうきび,1000,kg,1989,20490,20.49
穀物他,工芸農作物,さとうきび,1000,kg,1990,20490,20.49
穀物他,工芸農作物,さとうきび,1000,kg,1991,20490,20.49
穀物他,工芸農作物,さとうきび,1000,kg,1992,20420,20.42
穀物他,工芸農作物,さとうきび,1000,kg,1993,20410,20.41
穀物他,工芸農作物,さとうきび,1000,kg,1994,20410,20.41
穀物他,工芸農作物,さとうきび,1000,kg,1995,20450,20.45
穀物他,工芸農作物,さとうきび,1000,kg,1996,20800,20.8
穀物他,工芸農作物,さとうきび,1000,kg,1997,20180,20.18
穀物他,工芸農作物,さとうきび,1000,kg,1998,20450,20.45
穀物他,工芸農作物,さとうきび,1000,kg,1999,20490,20.49
穀類他,工芸農作物,さとうきび,1000,kg,2000,20630,20.63
穀類他,工芸農作物,さとうきび,1000,kg,2001,20370,20.37
穀類他,工芸農作物,さとうきび,1000,kg,2002,20440,20.44
穀類他,工芸農作物,さとうきび,1000,kg,2003,20300,20.3
穀類他,工芸農作物,さとうきび,1000,kg,2004,20500,20.5
穀類他,工芸農作物,さとうきび,1000,kg,2005,19460,19.46
穀類他,工芸農作物,さとうきび,1000,kg,2006,20220,20.22
穀類他,工芸農作物,さとうきび,1000,kg,2007,20370,20.37
穀類他,工芸農作物,さとうきび,1000,kg,2008,21340,21.34
穀類他,工芸農作物,さとうきび,1000,kg,2009,20890,20.89
穀類他,工芸農作物,さとうきび,1000,kg,2010,21560,21.56
穀類他,工芸農作物,さとうきび,1000,kg,2011,22270,22.27
穀類他,工芸農作物,さとうきび,1000,kg,2012,21720,21.72
穀類他,工芸農作物,さとうきび,1000,kg,2013,21340,21.34
穀類他,工芸農作物,さとうきび,1000,kg,2014,21630,21.63
穀類他,工芸農作物,さとうきび,1000,kg,2015,21050,21.05
